"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 05 09:08:46 GMT 2022","Tue Apr 05 09:12:02 GMT 2022","196048","","","","","","Скачать стандарт emk24 -- @1.4 ",""
"passed","Tue Apr 05 07:50:20 GMT 2022","Tue Apr 05 07:52:06 GMT 2022","105299","","","","","","emkworld.com заказать звонок -- @1.1 ",""
"passed","Tue Apr 05 07:15:47 GMT 2022","Tue Apr 05 07:19:01 GMT 2022","194128","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Tue Apr 05 07:11:07 GMT 2022","Tue Apr 05 07:15:47 GMT 2022","279904","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Tue Apr 05 07:52:06 GMT 2022","Tue Apr 05 07:53:49 GMT 2022","103850","","","","","","emkworld.com оставить заявку -- @1.1 ",""
"passed","Tue Apr 05 08:06:49 GMT 2022","Tue Apr 05 08:07:00 GMT 2022","11540","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Tue Apr 05 07:39:09 GMT 2022","Tue Apr 05 07:45:24 GMT 2022","375581","","","","","","emksteel.ru диалог оставить заявку -- @1.1 ",""
"passed","Tue Apr 05 08:11:31 GMT 2022","Tue Apr 05 08:13:30 GMT 2022","118458","","","","","","корзина emk24 -- @1.4 ",""
"passed","Tue Apr 05 08:07:26 GMT 2022","Tue Apr 05 08:09:24 GMT 2022","117768","","","","","","корзина emk24 -- @1.2 ",""
"passed","Tue Apr 05 07:26:08 GMT 2022","Tue Apr 05 07:32:29 GMT 2022","381354","","","","","","emksteel.ru заказать звонок -- @1.1 ",""
"passed","Tue Apr 05 09:41:14 GMT 2022","Tue Apr 05 09:50:31 GMT 2022","557210","","","","","","emk24 -- @1.1 ",""
"passed","Tue Apr 05 09:20:24 GMT 2022","Tue Apr 05 09:20:40 GMT 2022","16116","","","","","","emk24 -- @1.4 ",""
"passed","Tue Apr 05 08:02:03 GMT 2022","Tue Apr 05 08:06:49 GMT 2022","285855","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Tue Apr 05 07:37:19 GMT 2022","Tue Apr 05 07:39:09 GMT 2022","109608","","","","","","emksteel.ru заказать звонок -- @1.3 ",""
"passed","Tue Apr 05 08:00:08 GMT 2022","Tue Apr 05 08:00:19 GMT 2022","10386","","","","","","railws.com заказать звонок",""
"passed","Tue Apr 05 09:50:31 GMT 2022","Tue Apr 05 09:52:18 GMT 2022","106735","","","","","","emk24 -- @1.2 ",""
"passed","Tue Apr 05 09:20:40 GMT 2022","Tue Apr 05 09:22:25 GMT 2022","104646","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Tue Apr 05 08:13:30 GMT 2022","Tue Apr 05 08:16:54 GMT 2022","204167","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Tue Apr 05 08:44:31 GMT 2022","Tue Apr 05 08:49:16 GMT 2022","284482","","","","","","контакты emk24 -- @1.1 ",""
"passed","Tue Apr 05 08:09:24 GMT 2022","Tue Apr 05 08:11:31 GMT 2022","127264","","","","","","корзина emk24 -- @1.3 ",""
"passed","Tue Apr 05 08:49:16 GMT 2022","Tue Apr 05 08:52:30 GMT 2022","194629","","","","","","контакты emk24 -- @1.2 ",""
"passed","Tue Apr 05 07:47:08 GMT 2022","Tue Apr 05 07:50:20 GMT 2022","191845","","","","","","emksteel.ru оставить заявку",""
"passed","Tue Apr 05 07:57:08 GMT 2022","Tue Apr 05 07:57:23 GMT 2022","15652","","","","","","forging.emk24.su секция 1 и 2 -- @1.2 ",""
"passed","Tue Apr 05 08:16:54 GMT 2022","Tue Apr 05 08:18:48 GMT 2022","114413","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Tue Apr 05 09:02:28 GMT 2022","Tue Apr 05 09:08:46 GMT 2022","377628","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Tue Apr 05 09:00:43 GMT 2022","Tue Apr 05 09:02:28 GMT 2022","104902","","","","","","Скачать стандарт emk24 -- @1.2 ",""
"passed","Tue Apr 05 09:30:28 GMT 2022","Tue Apr 05 09:41:14 GMT 2022","645761","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Tue Apr 05 09:12:02 GMT 2022","Tue Apr 05 09:19:48 GMT 2022","466742","","","","","","emk24 -- @1.1 ",""
"passed","Tue Apr 05 08:07:00 GMT 2022","Tue Apr 05 08:07:26 GMT 2022","26230","","","","","","корзина emk24 -- @1.1 ",""
