"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 23 04:30:39 GMT 2022","Sat Apr 23 04:30:56 GMT 2022","16677","","","","","","emk24 -- @1.1 ",""
"passed","Sat Apr 23 04:11:48 GMT 2022","Sat Apr 23 04:13:31 GMT 2022","103330","","","","","","контакты emk24 -- @1.2 ",""
"passed","Sat Apr 23 03:47:56 GMT 2022","Sat Apr 23 03:48:11 GMT 2022","15013","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Sat Apr 23 03:50:32 GMT 2022","Sat Apr 23 03:55:16 GMT 2022","284036","","","","","","emkworld.com оставить заявку -- @1.1 ",""
"passed","Sat Apr 23 04:27:20 GMT 2022","Sat Apr 23 04:27:35 GMT 2022","15624","","","","","","emk24 -- @1.2 ",""
"passed","Sat Apr 23 04:35:42 GMT 2022","Sat Apr 23 04:37:30 GMT 2022","108367","","","","","","emk24 -- @1.3 ",""
"passed","Sat Apr 23 04:04:58 GMT 2022","Sat Apr 23 04:06:40 GMT 2022","101356","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Sat Apr 23 04:15:18 GMT 2022","Sat Apr 23 04:20:03 GMT 2022","285251","","","","","","контакты emk24 -- @1.4 ",""
"passed","Sat Apr 23 04:22:02 GMT 2022","Sat Apr 23 04:25:19 GMT 2022","197259","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Sat Apr 23 03:38:19 GMT 2022","Sat Apr 23 03:41:29 GMT 2022","189680","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Sat Apr 23 03:33:37 GMT 2022","Sat Apr 23 03:38:19 GMT 2022","282089","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Sat Apr 23 03:41:29 GMT 2022","Sat Apr 23 03:47:43 GMT 2022","374083","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Sat Apr 23 04:10:04 GMT 2022","Sat Apr 23 04:11:48 GMT 2022","103735","","","","","","контакты emk24 -- @1.1 ",""
"passed","Sat Apr 23 03:48:37 GMT 2022","Sat Apr 23 03:48:47 GMT 2022","10007","","","","","","emkmet_ru секция 3",""
"passed","Sat Apr 23 03:48:47 GMT 2022","Sat Apr 23 03:50:32 GMT 2022","105198","","","","","","emkworld.com заказать звонок -- @1.1 ",""
"passed","Sat Apr 23 04:30:56 GMT 2022","Sat Apr 23 04:35:42 GMT 2022","286223","","","","","","emk24 -- @1.2 ",""
"passed","Sat Apr 23 03:55:35 GMT 2022","Sat Apr 23 03:55:49 GMT 2022","14108","","","","","","forging.emk24.su секция 1 и 2 -- @1.2 ",""
"passed","Sat Apr 23 03:59:57 GMT 2022","Sat Apr 23 04:01:52 GMT 2022","114218","","","","","","корзина emk24 -- @1.1 ",""
"passed","Sat Apr 23 04:02:18 GMT 2022","Sat Apr 23 04:02:54 GMT 2022","36143","","","","","","корзина emk24 -- @1.3 ",""
"passed","Sat Apr 23 04:28:55 GMT 2022","Sat Apr 23 04:30:39 GMT 2022","104644","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Sat Apr 23 04:20:03 GMT 2022","Sat Apr 23 04:20:17 GMT 2022","13686","","","","","","Скачать стандарт emk24 -- @1.1 ",""
"passed","Sat Apr 23 03:56:46 GMT 2022","Sat Apr 23 03:59:57 GMT 2022","191660","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Sat Apr 23 04:13:31 GMT 2022","Sat Apr 23 04:15:18 GMT 2022","106614","","","","","","контакты emk24 -- @1.3 ",""
"passed","Sat Apr 23 04:02:54 GMT 2022","Sat Apr 23 04:03:21 GMT 2022","27065","","","","","","корзина emk24 -- @1.4 ",""
"passed","Sat Apr 23 04:25:19 GMT 2022","Sat Apr 23 04:27:04 GMT 2022","105142","","","","","","Скачать стандарт emk24 -- @1.4 ",""
"passed","Sat Apr 23 03:55:16 GMT 2022","Sat Apr 23 03:55:35 GMT 2022","18623","","","","","","forging.emk24.su секция 1 и 2 -- @1.1 ",""
