"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 16 04:57:11 GMT 2022","Sun Oct 16 04:58:57 GMT 2022","105993","","","","","","контакты emk24 -- @1.2 ",""
"passed","Sun Oct 16 05:04:32 GMT 2022","Sun Oct 16 05:06:22 GMT 2022","110309","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Sun Oct 16 04:37:49 GMT 2022","Sun Oct 16 04:37:58 GMT 2022","8783","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Sun Oct 16 05:09:05 GMT 2022","Sun Oct 16 05:10:52 GMT 2022","107496","","","","","","emk24 -- @1.4 ",""
"passed","Sun Oct 16 04:49:41 GMT 2022","Sun Oct 16 04:50:01 GMT 2022","20608","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Sun Oct 16 05:08:45 GMT 2022","Sun Oct 16 05:09:05 GMT 2022","20164","","","","","","emk24 -- @1.3 ",""
"passed","Sun Oct 16 04:38:23 GMT 2022","Sun Oct 16 04:38:42 GMT 2022","19005","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Sun Oct 16 05:06:22 GMT 2022","Sun Oct 16 05:08:10 GMT 2022","107860","","","","","","Скачать стандарт emk24 -- @1.4 ",""
"passed","Sun Oct 16 04:44:43 GMT 2022","Sun Oct 16 04:44:54 GMT 2022","10835","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Sun Oct 16 04:50:01 GMT 2022","Sun Oct 16 04:51:47 GMT 2022","105460","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Sun Oct 16 04:37:58 GMT 2022","Sun Oct 16 04:38:10 GMT 2022","12820","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Sun Oct 16 05:15:51 GMT 2022","Sun Oct 16 05:17:38 GMT 2022","107111","","","","","","emk24 -- @1.4 ",""
"passed","Sun Oct 16 04:43:43 GMT 2022","Sun Oct 16 04:43:54 GMT 2022","10183","","","","","","emkmet_ru секция 3",""
"passed","Sun Oct 16 04:44:33 GMT 2022","Sun Oct 16 04:44:43 GMT 2022","10816","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Sun Oct 16 05:10:52 GMT 2022","Sun Oct 16 05:11:06 GMT 2022","14206","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Sun Oct 16 05:08:10 GMT 2022","Sun Oct 16 05:08:27 GMT 2022","16883","","","","","","emk24 -- @1.1 ",""
"passed","Sun Oct 16 04:37:38 GMT 2022","Sun Oct 16 04:37:49 GMT 2022","10875","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Sun Oct 16 04:38:10 GMT 2022","Sun Oct 16 04:38:23 GMT 2022","12867","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Sun Oct 16 05:11:59 GMT 2022","Sun Oct 16 05:13:45 GMT 2022","105869","","","","","","emk24 -- @1.1 ",""
"passed","Sun Oct 16 05:11:41 GMT 2022","Sun Oct 16 05:11:59 GMT 2022","18912","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Sun Oct 16 05:13:45 GMT 2022","Sun Oct 16 05:14:02 GMT 2022","16555","","","","","","emk24 -- @1.2 ",""
"passed","Sun Oct 16 04:51:47 GMT 2022","Sun Oct 16 04:53:31 GMT 2022","103922","","","","","","Заказать звонок emk24 -- @1.2 ",""
