"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 26 03:56:23 GMT 2022","Tue Apr 26 03:56:34 GMT 2022","10763","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Tue Apr 26 04:12:05 GMT 2022","Tue Apr 26 04:13:51 GMT 2022","105516","","","","","","контакты emk24 -- @1.3 ",""
"passed","Tue Apr 26 03:56:12 GMT 2022","Tue Apr 26 03:56:23 GMT 2022","10795","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Tue Apr 26 03:57:35 GMT 2022","Tue Apr 26 03:58:10 GMT 2022","35020","","","","","","корзина emk24 -- @1.3 ",""
"passed","Tue Apr 26 03:56:45 GMT 2022","Tue Apr 26 03:57:09 GMT 2022","24295","","","","","","корзина emk24 -- @1.1 ",""
"passed","Tue Apr 26 04:00:21 GMT 2022","Tue Apr 26 04:02:02 GMT 2022","101230","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Tue Apr 26 04:29:09 GMT 2022","Tue Apr 26 04:30:55 GMT 2022","105236","","","","","","emk24 -- @1.1 ",""
"passed","Tue Apr 26 04:13:51 GMT 2022","Tue Apr 26 04:15:35 GMT 2022","104016","","","","","","контакты emk24 -- @1.4 ",""
"passed","Tue Apr 26 03:58:10 GMT 2022","Tue Apr 26 03:58:37 GMT 2022","27141","","","","","","корзина emk24 -- @1.4 ",""
"passed","Tue Apr 26 03:53:34 GMT 2022","Tue Apr 26 03:53:52 GMT 2022","17703","","","","","","forging.emk24.su секция 1 и 2 -- @1.1 ",""
"passed","Tue Apr 26 04:24:20 GMT 2022","Tue Apr 26 04:24:36 GMT 2022","15726","","","","","","emk24 -- @1.2 ",""
"passed","Tue Apr 26 04:02:02 GMT 2022","Tue Apr 26 04:05:14 GMT 2022","191635","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Tue Apr 26 03:59:17 GMT 2022","Tue Apr 26 03:59:40 GMT 2022","22800","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Tue Apr 26 04:15:35 GMT 2022","Tue Apr 26 04:17:18 GMT 2022","103310","","","","","","Скачать стандарт emk24 -- @1.1 ",""
"passed","Tue Apr 26 03:48:41 GMT 2022","Tue Apr 26 03:48:50 GMT 2022","8940","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Tue Apr 26 04:27:25 GMT 2022","Tue Apr 26 04:29:09 GMT 2022","104003","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Tue Apr 26 03:57:09 GMT 2022","Tue Apr 26 03:57:35 GMT 2022","25722","","","","","","корзина emk24 -- @1.2 ",""
